,date_time,F_actual,OPmode,OPstate,RPM_actual,currenttoolnum,cuttingTime,cycletime,executionFlag,feedF,feedratio,inspectionData,line_name,machine_num,operatingTime,poweronTime,shop_name,spindle_load,spindle_temp,spindleratio,tool_current_life_01,tool_current_life_02,tool_current_life_03,tool_current_life_04,tool_current_life_05,tool_current_life_11,tool_current_life_12,tool_current_life_13,tool_current_life_14,tool_current_life_15,tool_preset_life_01,tool_preset_life_02,tool_preset_life_03,tool_preset_life_04,tool_preset_life_05,tool_preset_life_11,tool_preset_life_12,tool_preset_life_13,tool_preset_life_14,tool_preset_life_15,workcount,x_pos,y_pos,z_pos
86,20191027053009.239,2999.0,,,4997.0,2.0,21908553.0,39.0,2.0,,2999.0,,,,14567652.0,80112600.0,,3.0,,,275.0,274.0,,,,,,,,,1500.0,900.0,400.0,400.0,400.0,2000.0,0.0,0.0,0.0,0.0,16797.0,352852.0,-292878.0,-204553.0
87,20191027053009.301,2999.0,,,4997.0,2.0,21908553.0,39.0,2.0,,2999.0,,,,14567652.0,80112600.0,,3.0,,,275.0,274.0,,,,,,,,,1500.0,900.0,400.0,400.0,400.0,2000.0,0.0,0.0,0.0,0.0,16797.0,352852.0,-292878.0,-204553.0
88,20191027053009.317,2999.0,,,4997.0,2.0,21908553.0,39.0,2.0,,2999.0,,,,14567652.0,80112600.0,,3.0,,,275.0,274.0,274.0,,,,,,,,1500.0,900.0,400.0,400.0,400.0,2000.0,0.0,0.0,0.0,0.0,16797.0,352852.0,-292878.0,-204553.0
89,20191027053009.348,2999.0,,,4997.0,2.0,21908553.0,39.0,2.0,,2999.0,,,,14567652.0,80112600.0,,3.0,,,275.0,274.0,274.0,,,,,,,,1500.0,900.0,400.0,400.0,400.0,2000.0,0.0,0.0,0.0,0.0,16797.0,352852.0,-292878.0,-204553.0
90,20191027053009.364,2999.0,,,4997.0,2.0,21908553.0,39.0,2.0,,2999.0,,,,14567652.0,80112600.0,,3.0,,,275.0,274.0,274.0,274.0,,,,,,,1500.0,900.0,400.0,400.0,400.0,2000.0,0.0,0.0,0.0,0.0,16797.0,352852.0,-292878.0,-204553.0
91,20191027053009.379,2999.0,,,4997.0,2.0,21908553.0,39.0,2.0,,2999.0,,,,14567652.0,80112600.0,,3.0,,,275.0,274.0,274.0,274.0,,,,,,,1500.0,900.0,400.0,400.0,400.0,2000.0,0.0,0.0,0.0,0.0,16797.0,352852.0,-292878.0,-204553.0
92,20191027053009.395,2999.0,,,4997.0,2.0,21908553.0,39.0,2.0,,2999.0,,,,14567652.0,80112600.0,,3.0,,,275.0,274.0,274.0,274.0,274.0,,,,,,1500.0,900.0,400.0,400.0,400.0,2000.0,0.0,0.0,0.0,0.0,16797.0,352852.0,-292878.0,-204553.0
93,20191027053009.442,2999.0,,,4997.0,2.0,21908553.0,39.0,2.0,,2999.0,,,,14567652.0,80112600.0,,3.0,,,275.0,274.0,274.0,274.0,274.0,,,,,,1500.0,900.0,400.0,400.0,400.0,2000.0,0.0,0.0,0.0,0.0,16797.0,364049.0,-292775.0,-204553.0
94,20191027053009.473,2999.0,,,4997.0,2.0,21908553.0,39.0,2.0,,2999.0,,,,14567652.0,80112600.0,,3.0,,,275.0,274.0,274.0,274.0,274.0,274.0,,,,,1500.0,900.0,400.0,400.0,400.0,2000.0,0.0,0.0,0.0,0.0,16797.0,364049.0,-292775.0,-204553.0
95,20191027053009.520,2999.0,,,4997.0,2.0,21908553.0,39.0,2.0,,2999.0,,,,14567652.0,80112600.0,,3.0,,,275.0,274.0,274.0,274.0,274.0,274.0,,,,,1500.0,900.0,400.0,400.0,400.0,2000.0,0.0,0.0,0.0,0.0,16797.0,364049.0,-292775.0,-204553.0
96,20191027053009.551,2999.0,,,4997.0,2.0,21908553.0,39.0,2.0,,2999.0,,,,14567652.0,80112600.0,,3.0,,,275.0,274.0,274.0,274.0,274.0,274.0,0.0,,,,1500.0,900.0,400.0,400.0,400.0,2000.0,0.0,0.0,0.0,0.0,16797.0,364049.0,-292775.0,-204553.0
97,20191027053009.582,2999.0,,,4997.0,2.0,21908553.0,39.0,2.0,,2999.0,,,,14567652.0,80112600.0,,4.0,,,275.0,274.0,274.0,274.0,274.0,274.0,0.0,,,,1500.0,900.0,400.0,400.0,400.0,2000.0,0.0,0.0,0.0,0.0,16797.0,364049.0,-292775.0,-204553.0
98,20191027053009.598,2999.0,,,4997.0,2.0,21908553.0,39.0,2.0,,2999.0,,,,14567652.0,80112600.0,,4.0,,,275.0,274.0,274.0,274.0,274.0,274.0,0.0,0.0,,,1500.0,900.0,400.0,400.0,400.0,2000.0,0.0,0.0,0.0,0.0,16797.0,364049.0,-292775.0,-204553.0
99,20191027053009.645,2999.0,,,4997.0,2.0,21908553.0,39.0,2.0,,2999.0,,,,14567652.0,80112600.0,,4.0,,,275.0,274.0,274.0,274.0,274.0,274.0,0.0,0.0,,,1500.0,900.0,400.0,400.0,400.0,2000.0,0.0,0.0,0.0,0.0,16797.0,364049.0,-292775.0,-204553.0
100,20191027053009.676,2999.0,,,4997.0,2.0,21908553.0,39.0,2.0,,2999.0,,,,14567652.0,80112600.0,,4.0,,,275.0,274.0,274.0,274.0,274.0,274.0,0.0,0.0,0.0,,1500.0,900.0,400.0,400.0,400.0,2000.0,0.0,0.0,0.0,0.0,16797.0,364049.0,-292775.0,-204553.0
101,20191027053009.723,2999.0,,,4997.0,2.0,21908553.0,39.0,2.0,,2999.0,,,,14567652.0,80112600.0,,4.0,,,275.0,274.0,274.0,274.0,274.0,274.0,0.0,0.0,0.0,,1500.0,900.0,400.0,400.0,400.0,2000.0,0.0,0.0,0.0,0.0,16797.0,376849.0,-292750.0,-204553.0
102,20191027053009.754,2999.0,,,4997.0,2.0,21908553.0,39.0,2.0,,2999.0,,,D09,14567652.0,80112600.0,C04,4.0,,,275.0,274.0,274.0,274.0,274.0,274.0,0.0,0.0,0.0,0.0,1500.0,900.0,400.0,400.0,400.0,2000.0,0.0,0.0,0.0,0.0,16797.0,376849.0,-292750.0,-204553.0
103,20191027053009.785,2999.0,,,4997.0,2.0,21908553.0,39.0,2.0,,2999.0,,,D09,14567652.0,80112600.0,C04,4.0,,,275.0,274.0,274.0,274.0,274.0,274.0,0.0,0.0,0.0,0.0,1500.0,900.0,400.0,400.0,400.0,2000.0,0.0,0.0,0.0,0.0,16797.0,376849.0,-292750.0,-204553.0
104,20191027053009.801,2999.0,,2.0,4997.0,2.0,21908553.0,39.0,2.0,,2999.0,,,D09,14567652.0,80112600.0,C04,4.0,,,275.0,274.0,274.0,274.0,274.0,274.0,0.0,0.0,0.0,0.0,1500.0,900.0,400.0,400.0,400.0,2000.0,0.0,0.0,0.0,0.0,16797.0,376849.0,-292750.0,-204553.0
